103	877
436	5
861	119
271	801
107	374
72	65
701	146
21	224
615	239
122	177
467	779
215	853
331	282
459	63
88	217
373	854
100	827
872	795
664	689
131	461
662	929
309	610
770	105
344	99
492	511
414	385
806	405
386	823
192	518
956	476
277	977
161	709
460	863
314	645
22	870
253	771
748	437
857	23
561	997
475	565
59	677
511	714
682	458
476	83
700	145
976	85
783	78
190	457
958	878
687	1
958	51
563	685
876	717
567	772
244	446
832	449
505	881
131	488
485	800
819	34
647	348
21	95
841	72
167	551
274	154
388	250
601	674
316	438
14	118
242	771
777	891
346	306
565	268
898	961
340	54
92	236
367	389
956	990
455	734
428	763
509	825
776	401
943	624
35	767
206	303
81	919
932	207
562	229
872	853
388	910
2	578
390	75
566	435
106	103
772	422
822	704
477	764
703	738
402	806
730	306
556	98
162	850
202	798
958	335
996	859
270	435
863	447
816	994
271	308
456	249
462	166
727	481
252	984
702	335
296	542
725	759
720	106
749	563
338	81
879	133
53	797
792	900
922	138
217	184
764	401
188	330
380	785
493	508
41	852
157	984
15	69
813	546
65	774
857	53
839	450
521	205
344	126
129	747
648	43
472	752
63	971
139	883
499	111
593	761
392	663
675	183
419	848
289	95
379	971
773	374
490	912
231	520
41	900
28	360
135	900
201	696
840	281
780	195
930	864
33	195
48	667
503	93
407	672
574	946
728	61
805	634
99	51
684	403
872	789
726	5
987	466
547	604
961	682
739	829
613	534
943	405
462	838
643	513
769	645
5	233
218	524
503	346
767	46
398	546
871	945
795	78
393	730
207	813
15	923
858	73
554	794
892	249
461	47
691	121
575	214
864	239
743	56
241	350
564	107
96	831
900	48
734	573
485	337
407	26
231	804
749	257
655	8
171	625
541	867
36	253
525	692
160	719
839	303
699	639
243	56
86	726
796	526
578	474
682	28
557	983
574	78
953	216
646	386
796	365
28	666
620	526
556	699
340	312
798	883
958	7
331	3
640	623
506	919
348	750
473	363
231	751
190	508
225	274
385	506
377	806
283	739
958	883
633	15
628	192
973	985
745	631
259	485
359	28
710	714
456	39
411	953
649	273
318	231
677	86
225	474
819	126
234	812
684	537
664	145
975	525
827	212
374	25
672	580
608	394
472	67
233	233
692	109
113	146
830	111
497	228
442	111
564	470
268	34
510	623
807	776
386	936
387	369
113	748
613	595
625	554
952	425
81	613
699	518
113	692
2	282
642	320
220	738
566	443
855	952
997	315
736	877
225	966
385	741
403	377
638	289
130	437
53	662
684	277
730	710
672	582
710	503
416	624
247	516
836	350
439	843
203	446
184	830
123	350
401	607
767	664
294	823
280	137
837	759
884	899
610	243
198	543
982	40
907	229
511	548
752	920
144	223
609	6
201	322
124	468
187	732
326	75
464	4
349	847
771	646
660	118
764	881
955	606
932	504
403	998
346	947
963	574
511	441
147	194
148	847
864	715
711	392
820	26
489	435
929	173
936	300
640	645
551	326
338	410
872	118
641	836
779	787
988	724
953	225
473	532
946	113
151	140
415	559
990	1
298	90
611	654
263	320
764	550
144	805
346	894
624	139
572	511
881	868
2	845
897	259
304	673
254	902
652	690
453	10
37	261
160	919
9	650
233	172
99	898
659	13
816	168
208	642
131	596
404	321
152	319
54	613
120	329
673	785
920	777
628	971
587	911
625	920
968	550
420	419
422	606
104	95
852	817
254	581
227	318
112	956
510	236
473	946
99	334
153	885
861	376
914	459
896	137
878	930
338	588
706	995
822	547
163	513
720	296
957	320
681	918
996	572
161	832
580	349
801	840
398	779
277	873
816	229
916	270
504	828
896	798
392	291
135	725
195	165
401	5
640	851
33	379
688	78
460	410
955	574
883	132
470	601
375	749
22	42
750	89
670	402
38	296
230	840
365	295
563	616
438	526
776	800
283	691
27	637
226	422
277	865
798	23
609	575
284	143
879	993
960	665
481	145
453	225
829	503
816	962
659	974
516	821
547	616
192	104
49	947
512	39
17	947
172	198
220	646
158	579
477	391
46	179
373	968
518	554
99	448
892	500
745	15
37	623
280	669
349	289
497	478
302	231
181	923
607	420
99	157
700	550
993	441
116	97
191	997
253	411
981	951
928	289
983	254
161	196
256	598
323	834
128	522
18	517
793	635
735	842
566	865
570	118
323	806
872	909
686	159
792	815
626	228
288	877
943	216
854	948
663	696
962	15
639	157
155	648
490	261
386	157
986	47
785	324
104	844
929	685
393	130
811	411
246	95
176	627
39	755
477	932
682	292
759	794
538	811
867	283
818	69
921	660
408	11
525	254
828	842
506	872
903	550
825	134
36	712
685	23
20	815
321	346
776	302
512	363
400	396
654	218
972	141
883	616
471	958
143	210
92	985
354	993
834	623
800	616
727	828
959	683
854	460
51	356
665	324
698	133
575	888
190	805
125	840
150	127
314	106
570	604
342	799
305	378
692	905
682	51
838	29
783	462
54	296
444	297
613	726
993	779
264	407
53	769
572	814
620	613
5	405
103	346
196	622
774	420
877	182
992	983
884	825
350	1
47	831
867	950
823	567
936	371
820	936
656	911
269	661
370	431
636	969
106	309
670	137
659	202
657	436
120	313
831	117
787	666
604	937
58	803
951	575
346	244
741	537
474	602
117	75
830	806
791	386
127	903
393	210
908	475
641	418
58	347
634	529
513	640
751	939
802	955
96	876
638	763
118	179
560	182
601	664
488	25
237	967
885	180
897	710
272	501
189	856
999	161
704	177
447	285
581	63
790	662
861	666
247	156
963	882
76	469
154	49
656	967
435	849
997	84
86	361
697	689
285	148
974	630
220	342
69	476
47	63
94	701
750	360
958	561
453	327
204	769
912	736
218	141
474	990
432	215
341	435
551	891
612	952
289	723
254	318
734	32
357	670
23	285
762	305
522	429
758	477
837	286
100	144
802	424
180	19
223	18
906	769
762	590
659	371
442	175
608	194
769	502
325	988
516	113
16	114
792	222
336	678
759	947
258	831
497	644
988	897
896	264
160	925
475	55
852	871
664	643
908	800
690	778
675	458
380	979
545	878
929	162
957	380
691	993
427	87
613	55
268	476
835	800
577	178
417	391
168	349
842	8
43	833
556	313
285	759
397	835
12	984
607	983
302	443
898	767
253	328
499	54
754	761
35	239
727	229
849	579
90	51
776	609
605	604
922	264
970	418
602	803
418	96
115	88
617	78
903	288
196	120
826	814
501	491
626	912
493	452
75	500
413	165
376	182
420	469
729	910
277	735
761	823
676	944
394	978
869	7
457	330
920	775
192	673
739	151
689	85
99	147
548	624
978	381
999	915
96	548
664	285
663	700
190	82
736	514
37	897
780	815
369	709
695	916
525	523
279	746
217	386
867	707
873	471
798	119
273	396
881	532
62	261
596	805
880	934
729	256
342	734
397	905
699	226
19	53
177	940
612	867
396	500
445	506
233	854
915	364
76	280
265	593
455	714
796	158
718	632
735	59
384	727
564	128
851	736
506	721
367	882
144	115
885	209
69	526
99	521
396	552
25	962
948	237
891	281
469	359
484	201
565	758
151	278
144	235
569	494
39	4
109	666
693	442
42	29
186	109
935	610
398	727
223	805
634	75
133	838
163	146
215	128
733	853
235	42
843	356
658	41
751	934
588	34
9	17
74	677
954	153
492	998
913	378
253	588
230	599
519	629
174	874
653	342
168	981
170	27
393	825
946	287
795	646
634	731
194	168
517	610
29	268
165	749
422	821
339	455
648	906
496	685
365	401
833	922
342	981
500	476
657	702
511	634
327	558
217	576
301	130
132	822
804	363
70	705
252	819
415	693
787	292
445	371
876	794
182	29
167	149
91	779
714	296
858	11
531	512
39	676
126	113
451	187
173	807
653	744
754	227
220	310
638	98
58	55
660	623
476	664
456	758
829	406
895	69
361	312
935	289
1	762
387	548
973	751
348	148
190	467
505	739
191	244
508	491
369	849
409	958
824	507
929	365
934	482
117	201
134	154
58	450
556	501
685	73
672	713
173	296
829	17
815	641
149	217
80	61
886	939
213	616
203	42
764	25
229	39
676	803
227	131
659	498
532	229
441	108
402	172
47	435
233	478
305	102
526	866
143	524
415	275
513	613
373	44
566	955
886	817
259	957
656	17
471	330
953	569
971	823
12	497
330	815
736	12
784	318
968	592
358	216
972	339
408	776
668	991
373	661
8	81
122	727
348	485
676	374
90	976
648	710
698	200
316	537
178	466
540	89
732	268
869	655
41	571
740	922
704	489
923	877
502	538
959	47
145	288
201	778
929	16
724	711
461	401
732	919
752	794
925	981
909	86
558	250
547	391
253	782
390	335
594	629
883	519
256	137
709	883
815	688
921	840
450	498
10	827
824	727
798	477
242	594
251	223
